exercice;département;commune rurale;commune touristique;tranche revenu par habitant;commune;agrégat; montant ;population; montant par habitant 
2023;Orne;Oui;Non;1;Berd'huis;Autres dotations de fonctionnement; 3 824,10 € ;1109; 3,45 € 
2023;Orne;Oui;Non;1;Bretoncelles;Autres dotations de fonctionnement; 1 499,86 € ;1505; 1,00 € 
2023;Orne;Oui;Non;1;Briouze;Autres dotations de fonctionnement; 293,00 € ;1548; 0,19 € 
2023;Orne;Oui;Non;1;Ceaucé;Autres dotations de fonctionnement; 271,09 € ;1187; 0,23 € 
2023;Orne;Oui;Non;1;Ceton;Autres dotations de fonctionnement; 3 474,74 € ;1792; 1,94 € 
2023;Orne;Oui;Non;1;Chanu;Autres dotations de fonctionnement; 3 082,53 € ;1276; 2,42 € 
2023;Orne;Oui;Non;1;Gacé;Autres dotations de fonctionnement; 417,42 € ;1855; 0,23 € 
2023;Orne;Oui;Non;1;Lonlay-l'Abbaye;Autres dotations de fonctionnement; 4 620,46 € ;1156; 4,00 € 
2023;Orne;Oui;Non;2;Lonrai;Autres dotations de fonctionnement; 4 049,83 € ;1163; 3,48 € 
2023;Orne;Oui;Non;1;Magny-le-Désert;Autres dotations de fonctionnement; 1 673,43 € ;1417; 1,18 € 
2023;Orne;Oui;Non;1;Messei;Autres dotations de fonctionnement; 9 557,49 € ;1900; 5,03 € 
2023;Orne;Oui;Non;1;Rânes;Autres dotations de fonctionnement; 2 563,08 € ;1044; 2,46 € 
2023;Orne;Oui;Non;1;Saint-Bômer-les-Forges;Autres dotations de fonctionnement; 11 017,09 € ;1062; 10,37 € 
2023;Orne;Oui;Non;1;Saint-Denis-sur-Sarthon;Autres dotations de fonctionnement; 2 838,23 € ;1144; 2,48 € 
2023;Orne;Oui;Non;1;Sainte-Gauburge-Sainte-Colombe;Autres dotations de fonctionnement; 1 044,40 € ;1045; 1,00 € 
2023;Orne;Oui;Non;1;Trun;Autres dotations de fonctionnement; 1 666,66 € ;1290; 1,29 € 
2023;Calvados;Oui;Non;3;Colomby-Anguerny;Autres dotations et subventions; 50 622,35 € ;1276; 39,67 € 
2023;Calvados;Oui;Non;1;Balleroy-sur-Drôme;Autres dotations et subventions; 5 724,94 € ;1421; 4,03 € 
2023;Calvados;Oui;Non;1;Caumont-sur-Aure;Autres dotations et subventions; 177 070,08 € ;2420; 73,17 € 
2023;Calvados;Oui;Non;1;Méry-Bissières-en-Auge;Autres dotations et subventions; 106 075,39 € ;1091; 97,23 € 
2023;Calvados;Oui;Non;1;Aurseulles;Autres dotations et subventions; 196 119,11 € ;1921; 102,09 € 
2023;Calvados;Oui;Non;2;Valambray;Autres dotations et subventions; 92 662,84 € ;1739; 53,29 € 
2023;Calvados;Oui;Non;2;Val d'Arry;Autres dotations et subventions; 103 122,72 € ;2446; 42,16 € 
2023;Calvados;Oui;Non;2;Moulins-en-Bessin;Autres dotations et subventions; 431 407,38 € ;1114; 387,26 € 
2023;Calvados;Oui;Non;2;Ponts sur Seulles;Autres dotations et subventions; 87 442,65 € ;1238; 70,63 € 
2023;Calvados;Oui;Non;1;Laize-Clinchamps;Autres dotations et subventions; 54 983,38 € ;2161; 25,44 € 
2023;Calvados;Oui;Non;1;Creully sur Seulles;Autres dotations et subventions; 485 296,30 € ;2322; 209,00 € 
2023;Calvados;Oui;Non;1;Dialan sur Chaîne;Autres dotations et subventions; 66 238,53 € ;1039; 63,75 € 
2023;Calvados;Oui;Non;1;Seulline;Autres dotations et subventions; 57 303,93 € ;1334; 42,96 € 
2023;Calvados;Oui;Non;2;Le Castelet;Autres dotations et subventions; 407 696,02 € ;1737; 234,71 € 
2023;Calvados;Oui;Non;1;Cesny-les-Sources;Autres dotations et subventions; 74 371,64 € ;1384; 53,74 € 
2023;Calvados;Oui;Non;2;Cambremer;Autres dotations et subventions; 45 194,25 € ;1358; 33,28 € 
2023;Calvados;Oui;Non;1;Castine-en-Plaine;Autres dotations et subventions; 57 054,27 € ;1732; 32,94 € 
2023;Calvados;Oui;Non;2;Amayé-sur-Orne;Autres dotations et subventions; 106 736,15 € ;1088; 98,10 € 
2023;Calvados;Oui;Non;2;Amfreville;Autres dotations et subventions; 190 927,75 € ;1397; 136,67 € 
2023;Calvados;Oui;Non;2;Audrieu;Autres dotations et subventions; 62 292,82 € ;1145; 54,40 € 
2023;Calvados;Oui;Non;2;Authie;Autres dotations et subventions; 32 509,61 € ;1714; 18,97 € 
2023;Calvados;Oui;Non;2;Basly;Autres dotations et subventions; 54 387,66 € ;1082; 50,27 € 
2023;Calvados;Oui;Non;2;Bavent;Autres dotations et subventions; 72 647,99 € ;1946; 37,33 € 
2023;Calvados;Oui;Non;1;Bourguébus;Autres dotations et subventions; 60 808,79 € ;2330; 26,10 € 
2023;Calvados;Oui;Non;1;Bretteville-sur-Laize;Autres dotations et subventions; 172 825,72 € ;1937; 89,22 € 
2023;Calvados;Oui;Non;2;Le Breuil-en-Auge;Autres dotations et subventions; 21 694,76 € ;1016; 21,35 € 
2023;Calvados;Oui;Non;1;Cahagnes;Autres dotations et subventions; 47 532,07 € ;1421; 33,45 € 
2023;Calvados;Oui;Non;3;Cambes-en-Plaine;Autres dotations et subventions; 27 223,80 € ;1766; 15,42 € 
2023;Calvados;Oui;Non;1;Clécy;Autres dotations et subventions; 64 826,72 € ;1319; 49,15 € 
2023;Calvados;Oui;Non;2;Cresserons;Autres dotations et subventions; 13 180,56 € ;1126; 11,71 € 
2023;Calvados;Oui;Non;2;Éterville;Autres dotations et subventions; 50 365,46 € ;1670; 30,16 € 
2023;Calvados;Oui;Non;2;Feuguerolles-Bully;Autres dotations et subventions; 168 894,32 € ;1464; 115,36 € 
2023;Calvados;Oui;Non;1;Fontenay-le-Marmion;Autres dotations et subventions; 183 449,08 € ;1960; 93,60 € 
2023;Calvados;Oui;Non;2;Fontenay-le-Pesnel;Autres dotations et subventions; 29 290,75 € ;1215; 24,11 € 
2023;Calvados;Oui;Non;2;Grandcamp-Maisy;Autres dotations et subventions; 72 212,05 € ;1555; 46,44 € 
2023;Calvados;Oui;Non;2;Maltot;Autres dotations et subventions; 48 932,53 € ;1040; 47,05 € 
2023;Calvados;Oui;Non;1;Moyaux;Autres dotations et subventions; 100 486,80 € ;1371; 73,29 € 
2023;Calvados;Oui;Non;3;Saint-Contest;Autres dotations et subventions; 227 439,92 € ;2564; 88,71 € 
2023;Calvados;Oui;Non;2;Saint-Gatien-des-Bois;Autres dotations et subventions; 105 301,53 € ;1376; 76,53 € 
2023;Calvados;Oui;Non;2;Sainte-Honorine-du-Fay;Autres dotations et subventions; 108 656,31 € ;1362; 79,78 € 
2023;Calvados;Oui;Non;2;Saint-Manvieu-Norrey;Autres dotations et subventions; 51 259,38 € ;2116; 24,22 € 
2023;Calvados;Oui;Non;1;Saint-Sylvain;Autres dotations et subventions; 221 708,09 € ;1470; 150,82 € 
2023;Calvados;Oui;Non;2;Sannerville;Autres dotations et subventions; 22 103,46 € ;1911; 11,57 € 
2023;Calvados;Oui;Non;2;Soliers;Autres dotations et subventions; 81 074,59 € ;2109; 38,44 € 
2023;Calvados;Oui;Non;2;Sommervieu;Autres dotations et subventions; 96 131,57 € ;1010; 95,18 € 
2023;Calvados;Oui;Non;2;Thaon;Autres dotations et subventions; 116 063,62 € ;1829; 63,46 € 
2023;Calvados;Oui;Non;1;Tilly-sur-Seulles;Autres dotations et subventions; 74 794,01 € ;1789; 41,81 € 
2023;Calvados;Oui;Non;2;Ver-sur-Mer;Autres dotations et subventions; 139 271,24 € ;1684; 82,70 € 
2023;Manche;Oui;Non;1;Lessay;Autres dotations et subventions; 236 663,58 € ;2294; 103,17 € 
2023;Manche;Oui;Non;1;Moyon Villages;Autres dotations et subventions; 107 931,19 € ;1478; 73,03 € 
2023;Manche;Oui;Non;1;Montsenelle;Autres dotations et subventions; 44 333,39 € ;1433; 30,94 € 
2023;Manche;Oui;Non;1;Orval sur Sienne;Autres dotations et subventions; 53 287,37 € ;1205; 44,22 € 
2023;Manche;Oui;Non;1;Saint-Jean-d'Elle;Autres dotations et subventions; 109 906,75 € ;2583; 42,55 € 
2023;Manche;Oui;Non;1;Thèreval;Autres dotations et subventions; 334 415,64 € ;1838; 181,95 € 
2023;Manche;Oui;Non;1;Romagny Fontenay;Autres dotations et subventions; 4 206,25 € ;1313; 3,20 € 
2023;Manche;Oui;Non;1;Gonneville-Le Theil;Autres dotations et subventions; 43 413,20 € ;1558; 27,86 € 
2023;Manche;Oui;Non;1;Percy-en-Normandie;Autres dotations et subventions; 134 572,02 € ;2709; 49,68 € 
2023;Manche;Oui;Non;2;Vicq-sur-Mer;Autres dotations et subventions; 155 642,03 € ;1077; 144,51 € 
2023;Manche;Oui;Non;1;Le Teilleul;Autres dotations et subventions; 415 880,28 € ;1690; 246,08 € 
2023;Manche;Oui;Non;1;Sartilly-Baie-Bocage;Autres dotations et subventions; 1 297 723,57 € ;2891; 448,88 € 
2023;Manche;Oui;Non;1;Terre-et-Marais;Autres dotations et subventions; 194 237,08 € ;1350; 143,88 € 
2023;Manche;Oui;Non;1;Juvigny les Vallées;Autres dotations et subventions; 169 485,68 € ;1722; 98,42 € 
2023;Manche;Oui;Non;1;Canisy;Autres dotations et subventions; 303 977,99 € ;1803; 168,60 € 
2023;Manche;Oui;Non;1;Remilly Les Marais;Autres dotations et subventions; 103 827,53 € ;1071; 96,94 € 
2023;Manche;Oui;Non;1;Tessy-Bocage;Autres dotations et subventions; 175 260,22 € ;2282; 76,80 € 
2023;Manche;Oui;Non;1;Gavray-sur-Sienne;Autres dotations et subventions; 60 842,28 € ;2006; 30,33 € 
2023;Manche;Oui;Non;2;Tourneville-sur-Mer;Autres dotations et subventions; 140 995,72 € ;1696; 83,13 € 
2023;Manche;Oui;Non;1;Barenton;Autres dotations et subventions; 220 299,60 € ;1241; 177,52 € 
2023;Manche;Oui;Non;2;La Barre-de-Semilly;Autres dotations et subventions; 9 474,36 € ;1065; 8,90 € 
2023;Manche;Oui;Non;1;Brécey;Autres dotations et subventions; 89 846,80 € ;2313; 38,84 € 
2023;Manche;Oui;Non;3;Bretteville;Autres dotations et subventions; 66 585,58 € ;1070; 62,23 € 
2023;Manche;Oui;Non;2;Brix;Autres dotations et subventions; 98 312,98 € ;2198; 44,73 € 
2023;Manche;Oui;Non;1;Cérences;Autres dotations et subventions; 34 718,01 € ;1809; 19,19 € 
2023;Manche;Oui;Non;1;Cerisy-la-Forêt;Autres dotations et subventions; 98 280,04 € ;1054; 93,24 € 
2023;Manche;Oui;Non;1;Cerisy-la-Salle;Autres dotations et subventions; 3 655,93 € ;1025; 3,57 € 
2023;Manche;Oui;Non;2;Couville;Autres dotations et subventions; 43 359,56 € ;1204; 36,01 € 
2023;Manche;Oui;Non;1;Créances;Autres dotations et subventions; 491 268,69 € ;2108; 233,05 € 
2023;Manche;Oui;Non;2;Digosville;Autres dotations et subventions; 332 319,23 € ;1666; 199,47 € 
2023;Manche;Oui;Non;1;Domjean;Autres dotations et subventions; 28 858,15 € ;1027; 28,10 € 
2023;Manche;Oui;Non;2;Fermanville;Autres dotations et subventions; 138 499,77 € ;1305; 106,13 € 
2023;Manche;Oui;Non;1;Flamanville;Autres dotations et subventions; 183 786,97 € ;1789; 102,73 € 
2023;Manche;Oui;Non;1;Folligny;Autres dotations et subventions; 137 236,72 € ;1121; 122,42 € 
2023;Manche;Oui;Non;1;Hambye;Autres dotations et subventions; 11 333,44 € ;1113; 10,18 € 
2023;Manche;Oui;Non;1;La Haye-Pesnel;Autres dotations et subventions; 53 881,86 € ;1289; 41,80 € 
2023;Manche;Oui;Non;1;Les Loges-Marchis;Autres dotations et subventions; 14 990,07 € ;1169; 12,82 € 
2023;Manche;Oui;Non;1;Montebourg;Autres dotations et subventions; 68 523,73 € ;2177; 31,48 € 
2023;Manche;Oui;Non;2;Pirou;Autres dotations et subventions; 114 447,18 € ;1466; 78,07 € 
2023;Manche;Oui;Non;1;Rauville-la-Bigot;Autres dotations et subventions; 299 179,20 € ;1123; 266,41 € 
2023;Manche;Oui;Non;2;Saint-Gilles;Autres dotations et subventions; 29 091,84 € ;1007; 28,89 € 
2023;Manche;Oui;Non;1;Saint-Jean-des-Champs;Autres dotations et subventions; 45 967,65 € ;1517; 30,30 € 
2023;Manche;Oui;Non;1;Saint-Pierre-Église;Autres dotations et subventions; 96 944,42 € ;1849; 52,43 € 
2023;Manche;Oui;Non;2;Saint-Planchers;Autres dotations et subventions; 25 834,92 € ;1471; 17,56 € 
2023;Manche;Oui;Non;1;Saint-Quentin-sur-le-Homme;Autres dotations et subventions; 105 396,06 € ;1388; 75,93 € 
2023;Manche;Oui;Non;1;Saint-Sauveur-le-Vicomte;Autres dotations et subventions; 780 507,06 € ;2115; 369,03 € 
2023;Manche;Oui;Non;1;Sottevast;Autres dotations et subventions; 57 348,68 € ;1462; 39,23 € 
2023;Manche;Oui;Non;2;Surtainville;Autres dotations et subventions; 149 115,78 € ;1185; 125,84 € 
2023;Manche;Oui;Non;2;Teurthéville-Hague;Autres dotations et subventions; 53 956,15 € ;1055; 51,14 € 
2023;Orne;Oui;Non;1;Boischampré;Autres dotations et subventions; -   € ;1226; -   € 
2023;Orne;Oui;Non;1;Les Monts d'Andaine;Autres dotations et subventions; 133 794,05 € ;1769; 75,63 € 
2023;Orne;Oui;Non;2;Écouves;Autres dotations et subventions; 107 494,57 € ;1699; 63,27 € 
2023;Orne;Oui;Non;1;Perche en Nocé;Autres dotations et subventions; 190 138,29 € ;2073; 91,72 € 
2023;Orne;Oui;Non;1;Sablons sur Huisne;Autres dotations et subventions; 147 258,42 € ;2046; 71,97 € 
2023;Orne;Oui;Non;2;Rémalard en Perche;Autres dotations et subventions; 248 794,06 € ;1940; 128,24 € 
2023;Orne;Oui;Non;1;Putanges-le-Lac;Autres dotations et subventions; 1 032 120,49 € ;2172; 475,19 € 
2023;Orne;Oui;Non;2;Longny les Villages;Autres dotations et subventions; 892 852,93 € ;2978; 299,82 € 
2023;Orne;Oui;Non;1;Passais Villages;Autres dotations et subventions; 22 401,00 € ;1179; 19,00 € 
2023;Orne;Oui;Non;1;Juvigny Val d'Andaine;Autres dotations et subventions; 44 793,73 € ;2177; 20,58 € 
2023;Orne;Oui;Non;1;Belforêt-en-Perche;Autres dotations et subventions; 53 140,02 € ;1559; 34,09 € 
2023;Orne;Oui;Non;1;Écouché-les-Vallées;Autres dotations et subventions; 421 587,21 € ;2251; 187,29 € 
2023;Orne;Oui;Non;1;Mortrée;Autres dotations et subventions; 120 208,55 € ;1167; 103,01 € 
2023;Orne;Oui;Non;1;Aube;Autres dotations et subventions; 138 020,19 € ;1304; 105,84 € 
2023;Orne;Oui;Non;1;Bellou-en-Houlme;Autres dotations et subventions; 26 779,00 € ;1083; 24,73 € 
2023;Orne;Oui;Non;1;Berd'huis;Autres dotations et subventions; 2 275,62 € ;1109; 2,05 € 
2023;Orne;Oui;Non;1;Bretoncelles;Autres dotations et subventions; 292 524,46 € ;1505; 194,37 € 
2023;Orne;Oui;Non;1;Briouze;Autres dotations et subventions; 986 678,38 € ;1548; 637,39 € 
2023;Orne;Oui;Non;1;Ceaucé;Autres dotations et subventions; 6 172,51 € ;1187; 5,20 € 
2023;Orne;Oui;Non;1;Ceton;Autres dotations et subventions; 12 001,16 € ;1792; 6,70 € 
2023;Orne;Oui;Non;1;Chanu;Autres dotations et subventions; 70 588,79 € ;1276; 55,32 € 
2023;Orne;Oui;Non;1;La Ferrière-aux-Étangs;Autres dotations et subventions; 141 892,24 € ;1573; 90,20 € 
2023;Orne;Oui;Non;1;Gacé;Autres dotations et subventions; 29 568,36 € ;1855; 15,94 € 
2023;Orne;Oui;Non;1;Lonlay-l'Abbaye;Autres dotations et subventions; 161 962,92 € ;1156; 140,11 € 
2023;Orne;Oui;Non;2;Lonrai;Autres dotations et subventions; 10 734,61 € ;1163; 9,23 € 
2023;Orne;Oui;Non;1;Magny-le-Désert;Autres dotations et subventions; 5 570,16 € ;1417; 3,93 € 
2023;Orne;Oui;Non;1;Messei;Autres dotations et subventions; 255 722,79 € ;1900; 134,59 € 
2023;Orne;Oui;Non;1;Rânes;Autres dotations et subventions; 60 726,29 € ;1044; 58,17 € 
2023;Orne;Oui;Non;1;Saint-Bômer-les-Forges;Autres dotations et subventions; 59 515,51 € ;1062; 56,04 € 
2023;Orne;Oui;Non;1;Saint-Denis-sur-Sarthon;Autres dotations et subventions; 588 961,19 € ;1144; 514,83 € 
2023;Orne;Oui;Non;1;Sainte-Gauburge-Sainte-Colombe;Autres dotations et subventions; 123 332,43 € ;1045; 118,02 € 
2023;Orne;Oui;Non;1;Trun;Autres dotations et subventions; 20 359,70 € ;1290; 15,78 € 
2023;Calvados;Oui;Non;1;Caumont-sur-Aure;Autres impôts et taxes; 102 833,92 € ;2420; 42,49 € 
2023;Calvados;Oui;Non;1;Aurseulles;Autres impôts et taxes; 172 483,04 € ;1921; 89,79 € 
2023;Calvados;Oui;Non;2;Val d'Arry;Autres impôts et taxes; 271 969,18 € ;2446; 111,19 € 
2023;Calvados;Oui;Non;2;Ponts sur Seulles;Autres impôts et taxes; 78 918,10 € ;1238; 63,75 € 
2023;Calvados;Oui;Non;1;Laize-Clinchamps;Autres impôts et taxes; 37 245,00 € ;2161; 17,24 € 
2023;Calvados;Oui;Non;1;Creully sur Seulles;Autres impôts et taxes; 138 246,31 € ;2322; 59,54 € 
2023;Calvados;Oui;Non;1;Seulline;Autres impôts et taxes; 61 870,30 € ;1334; 46,38 € 
2023;Calvados;Oui;Non;2;Le Castelet;Autres impôts et taxes; 68 823,66 € ;1737; 39,62 € 
2023;Calvados;Oui;Non;2;Amayé-sur-Orne;Autres impôts et taxes; 56 049,39 € ;1088; 51,52 € 
2023;Calvados;Oui;Non;2;Audrieu;Autres impôts et taxes; 59 908,53 € ;1145; 52,32 € 
2023;Calvados;Oui;Non;2;Basly;Autres impôts et taxes; 55 371,63 € ;1082; 51,18 € 
2023;Calvados;Oui;Non;1;Bourguébus;Autres impôts et taxes; 11 184,00 € ;2330; 4,80 € 
2023;Calvados;Oui;Non;2;Cresserons;Autres impôts et taxes; 1,08 € ;1126; 0,00 € 
2023;Calvados;Oui;Non;1;Fontenay-le-Marmion;Autres impôts et taxes; 99 817,99 € ;1960; 50,93 € 
2023;Calvados;Oui;Non;2;Saint-Manvieu-Norrey;Autres impôts et taxes; 71 833,15 € ;2116; 33,95 € 
2023;Calvados;Oui;Non;2;Sannerville;Autres impôts et taxes; 71 234,57 € ;1911; 37,28 € 
2023;Calvados;Oui;Non;2;Thaon;Autres impôts et taxes; 75 185,18 € ;1829; 41,11 € 
2023;Calvados;Oui;Non;1;Tilly-sur-Seulles;Autres impôts et taxes; 95 813,61 € ;1789; 53,56 € 
2023;Calvados;Oui;Non;2;Ver-sur-Mer;Autres impôts et taxes; 89 965,52 € ;1684; 53,42 € 
2023;Manche;Oui;Non;1;Orval sur Sienne;Autres impôts et taxes; 48 452,14 € ;1205; 40,21 € 
2023;Manche;Oui;Non;2;Tourneville-sur-Mer;Autres impôts et taxes; 65 507,94 € ;1696; 38,62 € 
2023;Manche;Oui;Non;1;Barenton;Autres impôts et taxes; 50 655,23 € ;1241; 40,82 € 
2023;Manche;Oui;Non;1;Saint-Jean-des-Champs;Autres impôts et taxes; 53 963,86 € ;1517; 35,57 € 
2023;Orne;Oui;Non;1;La Ferrière-aux-Étangs;Autres impôts et taxes; 46 973,97 € ;1573; 29,86 € 
2023;Calvados;Oui;Non;3;Colomby-Anguerny;Autres impôts et taxes; 181,68 € ;1276; 0,14 € 
2023;Calvados;Oui;Non;1;Balleroy-sur-Drôme;Autres impôts et taxes; 72 450,23 € ;1421; 50,99 € 
2023;Calvados;Oui;Non;1;Méry-Bissières-en-Auge;Autres impôts et taxes; 48 941,23 € ;1091; 44,86 € 
2023;Calvados;Oui;Non;2;Valambray;Autres impôts et taxes; 186 208,28 € ;1739; 107,08 € 
2023;Calvados;Oui;Non;2;Moulins-en-Bessin;Autres impôts et taxes; 56 427,24 € ;1114; 50,65 € 
2023;Calvados;Oui;Non;1;Dialan sur Chaîne;Autres impôts et taxes; 54 962,77 € ;1039; 52,90 € 
2023;Calvados;Oui;Non;1;Cesny-les-Sources;Autres impôts et taxes; 80 985,77 € ;1384; 58,52 € 
2023;Calvados;Oui;Non;2;Cambremer;Autres impôts et taxes; 71 239,16 € ;1358; 52,46 € 
2023;Calvados;Oui;Non;1;Castine-en-Plaine;Autres impôts et taxes; 124 967,06 € ;1732; 72,15 € 
2023;Calvados;Oui;Non;2;Amfreville;Autres impôts et taxes; 70 600,49 € ;1397; 50,54 € 
2023;Calvados;Oui;Non;2;Authie;Autres impôts et taxes; 75 387,42 € ;1714; 43,98 € 
2023;Calvados;Oui;Non;2;Bavent;Autres impôts et taxes; 76 583,50 € ;1946; 39,35 € 
2023;Calvados;Oui;Non;1;Bretteville-sur-Laize;Autres impôts et taxes; 107 008,51 € ;1937; 55,24 € 
2023;Calvados;Oui;Non;2;Le Breuil-en-Auge;Autres impôts et taxes; 60 564,89 € ;1016; 59,61 € 
2023;Calvados;Oui;Non;1;Cahagnes;Autres impôts et taxes; 93 146,66 € ;1421; 65,55 € 
2023;Calvados;Oui;Non;3;Cambes-en-Plaine;Autres impôts et taxes; 74 168,13 € ;1766; 42,00 € 
2023;Calvados;Oui;Non;1;Clécy;Autres impôts et taxes; 64 090,14 € ;1319; 48,59 € 
2023;Calvados;Oui;Non;2;Éterville;Autres impôts et taxes; 92 203,43 € ;1670; 55,21 € 
2023;Calvados;Oui;Non;2;Feuguerolles-Bully;Autres impôts et taxes; 92 734,94 € ;1464; 63,34 € 
2023;Calvados;Oui;Non;2;Fontenay-le-Pesnel;Autres impôts et taxes; 65 423,23 € ;1215; 53,85 € 
2023;Calvados;Oui;Non;2;Grandcamp-Maisy;Autres impôts et taxes; 112 394,82 € ;1555; 72,28 € 
2023;Calvados;Oui;Non;2;Maltot;Autres impôts et taxes; 67 192,41 € ;1040; 64,61 € 
2023;Calvados;Oui;Non;1;Moyaux;Autres impôts et taxes; 134 344,73 € ;1371; 97,99 € 
2023;Calvados;Oui;Non;3;Saint-Contest;Autres impôts et taxes; 133 578,01 € ;2564; 52,10 € 
2023;Calvados;Oui;Non;2;Saint-Gatien-des-Bois;Autres impôts et taxes; 68 601,22 € ;1376; 49,86 € 
2023;Calvados;Oui;Non;1;Saint-Sylvain;Autres impôts et taxes; 74 130,64 € ;1470; 50,43 € 
2023;Calvados;Oui;Non;2;Soliers;Autres impôts et taxes; 144 008,43 € ;2109; 68,28 € 
2023;Calvados;Oui;Non;2;Sommervieu;Autres impôts et taxes; 56 165,49 € ;1010; 55,61 € 
2023;Manche;Oui;Non;1;Lessay;Autres impôts et taxes; 632 322,13 € ;2294; 275,64 € 
2023;Manche;Oui;Non;1;Moyon Villages;Autres impôts et taxes; 44 478,41 € ;1478; 30,09 € 
2023;Manche;Oui;Non;1;Montsenelle;Autres impôts et taxes; 135 466,56 € ;1433; 94,53 € 
2023;Manche;Oui;Non;1;Saint-Jean-d'Elle;Autres impôts et taxes; 113 637,70 € ;2583; 43,99 € 
2023;Manche;Oui;Non;1;Thèreval;Autres impôts et taxes; 94 276,58 € ;1838; 51,29 € 
2023;Manche;Oui;Non;1;Romagny Fontenay;Autres impôts et taxes; 136 012,46 € ;1313; 103,59 € 
